"Tabela 6694 - Indicador 3.1.1 - Razão de Mortalidade Materna"
"Brasil, Grande Região e Unidade da Federação";"Ano";"Variável";""
"São Paulo";"2014";"Número de nascidos vivos de mães residentes (Pessoas)";"625687"
"São Paulo";"2015";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"50,8"
"São Paulo";"2015";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"311"
"São Paulo";"2015";"Número de nascidos vivos de mães residentes (Pessoas)";"634026"
"São Paulo";"2016";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"54,4"
"São Paulo";"2016";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"308"
"São Paulo";"2016";"Número de nascidos vivos de mães residentes (Pessoas)";"601437"
"São Paulo";"2017";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"60,6"
"São Paulo";"2017";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"348"
"São Paulo";"2017";"Número de nascidos vivos de mães residentes (Pessoas)";"611803"
"São Paulo";"2018";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"50,0"
"São Paulo";"2018";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"303"
"São Paulo";"2018";"Número de nascidos vivos de mães residentes (Pessoas)";"606146"
"São Paulo";"2019";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"49,7"
"São Paulo";"2019";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"283"
"São Paulo";"2019";"Número de nascidos vivos de mães residentes (Pessoas)";"583191"
"São Paulo";"2020";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"60,1"
"São Paulo";"2020";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"332"
"São Paulo";"2020";"Número de nascidos vivos de mães residentes (Pessoas)";"552310"
"São Paulo";"2021";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"87,0"
"São Paulo";"2021";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"457"
"São Paulo";"2021";"Número de nascidos vivos de mães residentes (Pessoas)";"525239"
"São Paulo";"2022";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"44,9"
"São Paulo";"2022";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"207"
"São Paulo";"2022";"Número de nascidos vivos de mães residentes (Pessoas)";"512520"
"São Paulo";"2023";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"42,9"
"São Paulo";"2023";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"212"
"São Paulo";"2023";"Número de nascidos vivos de mães residentes (Pessoas)";"503910"
"Paraná";"2009";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"71,7"
"Paraná";"2009";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"107"
"Paraná";"2009";"Número de nascidos vivos de mães residentes (Pessoas)";"149217"
"Paraná";"2010";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"65,4"
"Paraná";"2010";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"90"
"Paraná";"2010";"Número de nascidos vivos de mães residentes (Pessoas)";"152051"
"Paraná";"2011";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"52,7"
"Paraná";"2011";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"79"
"Paraná";"2011";"Número de nascidos vivos de mães residentes (Pessoas)";"152902"
"Paraná";"2012";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"38,4"
"Paraná";"2012";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"59"
"Paraná";"2012";"Número de nascidos vivos de mães residentes (Pessoas)";"153945"
"Paraná";"2013";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"41,7"
"Paraná";"2013";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"65"
"Paraná";"2013";"Número de nascidos vivos de mães residentes (Pessoas)";"155758"
"Paraná";"2014";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"41,3"
"Paraná";"2014";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"66"
"Paraná";"2014";"Número de nascidos vivos de mães residentes (Pessoas)";"159915"
"Paraná";"2015";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"51,7"
"Paraná";"2015";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"83"
"Paraná";"2015";"Número de nascidos vivos de mães residentes (Pessoas)";"160947"
"Paraná";"2016";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"50,3"
"Paraná";"2016";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"73"
"Paraná";"2016";"Número de nascidos vivos de mães residentes (Pessoas)";"155066"
"Paraná";"2017";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"31,7"
"Paraná";"2017";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"50"
"Paraná";"2017";"Número de nascidos vivos de mães residentes (Pessoas)";"157701"
"Paraná";"2018";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"38,4"
"Paraná";"2018";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"60"
"Paraná";"2018";"Número de nascidos vivos de mães residentes (Pessoas)";"156201"
"Paraná";"2019";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"45,5"
"Paraná";"2019";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"68"
"Paraná";"2019";"Número de nascidos vivos de mães residentes (Pessoas)";"153469"
"Paraná";"2020";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"52,6"
"Paraná";"2020";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"77"
"Paraná";"2020";"Número de nascidos vivos de mães residentes (Pessoas)";"146291"
"Paraná";"2021";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"131,7"
"Paraná";"2021";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"187"
"Paraná";"2021";"Número de nascidos vivos de mães residentes (Pessoas)";"141976"
"Paraná";"2022";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"46,9"
"Paraná";"2022";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"60"
"Paraná";"2022";"Número de nascidos vivos de mães residentes (Pessoas)";"140637"
"Paraná";"2023";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"45,1"
"Paraná";"2023";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"61"
"Paraná";"2023";"Número de nascidos vivos de mães residentes (Pessoas)";"139836"
"Santa Catarina";"2009";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"32,2"
"Santa Catarina";"2009";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"19"
"Santa Catarina";"2009";"Número de nascidos vivos de mães residentes (Pessoas)";"83489"
"Santa Catarina";"2010";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"38,1"
"Santa Catarina";"2010";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"24"
"Santa Catarina";"2010";"Número de nascidos vivos de mães residentes (Pessoas)";"84611"
"Santa Catarina";"2011";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"30,7"
"Santa Catarina";"2011";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"22"
"Santa Catarina";"2011";"Número de nascidos vivos de mães residentes (Pessoas)";"87481"
"Santa Catarina";"2012";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"45,4"
"Santa Catarina";"2012";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"32"
"Santa Catarina";"2012";"Número de nascidos vivos de mães residentes (Pessoas)";"88772"
"Santa Catarina";"2013";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"31,4"
"Santa Catarina";"2013";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"26"
"Santa Catarina";"2013";"Número de nascidos vivos de mães residentes (Pessoas)";"89875"
"Santa Catarina";"2014";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"30,2"
"Santa Catarina";"2014";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"24"
"Santa Catarina";"2014";"Número de nascidos vivos de mães residentes (Pessoas)";"93232"
"Santa Catarina";"2015";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"30,9"
"Santa Catarina";"2015";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"30"
"Santa Catarina";"2015";"Número de nascidos vivos de mães residentes (Pessoas)";"97223"
"Santa Catarina";"2016";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"31,5"
"Santa Catarina";"2016";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"29"
"Santa Catarina";"2016";"Número de nascidos vivos de mães residentes (Pessoas)";"95313"
"Santa Catarina";"2017";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"40,7"
"Santa Catarina";"2017";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"38"
"Santa Catarina";"2017";"Número de nascidos vivos de mães residentes (Pessoas)";"98335"
"Santa Catarina";"2018";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"35,1"
"Santa Catarina";"2018";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"35"
"Santa Catarina";"2018";"Número de nascidos vivos de mães residentes (Pessoas)";"99609"
"Santa Catarina";"2019";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"30,6"
"Santa Catarina";"2019";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"30"
"Santa Catarina";"2019";"Número de nascidos vivos de mães residentes (Pessoas)";"98032"
"Santa Catarina";"2020";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"31,7"
"Santa Catarina";"2020";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"31"
"Santa Catarina";"2020";"Número de nascidos vivos de mães residentes (Pessoas)";"97916"
"Santa Catarina";"2021";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"98,4"
"Santa Catarina";"2021";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"85"
"Santa Catarina";"2021";"Número de nascidos vivos de mães residentes (Pessoas)";"96499"
"Santa Catarina";"2022";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"31,6"
"Santa Catarina";"2022";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"29"
"Santa Catarina";"2022";"Número de nascidos vivos de mães residentes (Pessoas)";"98202"
"Santa Catarina";"2023";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"33,1"
"Santa Catarina";"2023";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"29"
"Santa Catarina";"2023";"Número de nascidos vivos de mães residentes (Pessoas)";"96802"
"Rio Grande do Sul";"2009";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"67,3"
"Rio Grande do Sul";"2009";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"75"
"Rio Grande do Sul";"2009";"Número de nascidos vivos de mães residentes (Pessoas)";"133652"
"Rio Grande do Sul";"2010";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"75,6"
"Rio Grande do Sul";"2010";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"79"
"Rio Grande do Sul";"2010";"Número de nascidos vivos de mães residentes (Pessoas)";"133243"
"Rio Grande do Sul";"2011";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"60,5"
"Rio Grande do Sul";"2011";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"67"
"Rio Grande do Sul";"2011";"Número de nascidos vivos de mães residentes (Pessoas)";"137710"
"Rio Grande do Sul";"2012";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"78,3"
"Rio Grande do Sul";"2012";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"92"
"Rio Grande do Sul";"2012";"Número de nascidos vivos de mães residentes (Pessoas)";"138941"
"Rio Grande do Sul";"2013";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"34,2"
"Rio Grande do Sul";"2013";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"44"
"Rio Grande do Sul";"2013";"Número de nascidos vivos de mães residentes (Pessoas)";"141350"
"Rio Grande do Sul";"2014";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"49,7"
"Rio Grande do Sul";"2014";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"59"
"Rio Grande do Sul";"2014";"Número de nascidos vivos de mães residentes (Pessoas)";"143315"
"Rio Grande do Sul";"2015";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"43,4"
"Rio Grande do Sul";"2015";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"53"
"Rio Grande do Sul";"2015";"Número de nascidos vivos de mães residentes (Pessoas)";"148359"
"Rio Grande do Sul";"2016";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"46,0"
"Rio Grande do Sul";"2016";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"55"
"Rio Grande do Sul";"2016";"Número de nascidos vivos de mães residentes (Pessoas)";"141411"
"Rio Grande do Sul";"2017";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"44,5"
"Rio Grande do Sul";"2017";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"55"
"Rio Grande do Sul";"2017";"Número de nascidos vivos de mães residentes (Pessoas)";"141568"
"Rio Grande do Sul";"2018";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"40,3"
"Rio Grande do Sul";"2018";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"51"
"Rio Grande do Sul";"2018";"Número de nascidos vivos de mães residentes (Pessoas)";"140047"
"Rio Grande do Sul";"2019";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"39,9"
"Rio Grande do Sul";"2019";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"49"
"Rio Grande do Sul";"2019";"Número de nascidos vivos de mães residentes (Pessoas)";"134596"
"Rio Grande do Sul";"2020";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"48,3"
"Rio Grande do Sul";"2020";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"54"
"Rio Grande do Sul";"2020";"Número de nascidos vivos de mães residentes (Pessoas)";"130742"
"Rio Grande do Sul";"2021";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"99,6"
"Rio Grande do Sul";"2021";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"113"
"Rio Grande do Sul";"2021";"Número de nascidos vivos de mães residentes (Pessoas)";"124446"
"Rio Grande do Sul";"2022";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"38,9"
"Rio Grande do Sul";"2022";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"46"
"Rio Grande do Sul";"2022";"Número de nascidos vivos de mães residentes (Pessoas)";"120942"
"Rio Grande do Sul";"2023";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"33,9"
"Rio Grande do Sul";"2023";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"41"
"Rio Grande do Sul";"2023";"Número de nascidos vivos de mães residentes (Pessoas)";"120974"
"Mato Grosso do Sul";"2009";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"126,7"
"Mato Grosso do Sul";"2009";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"36"
"Mato Grosso do Sul";"2009";"Número de nascidos vivos de mães residentes (Pessoas)";"40274"
"Mato Grosso do Sul";"2010";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"113,8"
"Mato Grosso do Sul";"2010";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"30"
"Mato Grosso do Sul";"2010";"Número de nascidos vivos de mães residentes (Pessoas)";"40132"
"Mato Grosso do Sul";"2011";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"92,4"
"Mato Grosso do Sul";"2011";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"29"
"Mato Grosso do Sul";"2011";"Número de nascidos vivos de mães residentes (Pessoas)";"42152"
"Mato Grosso do Sul";"2012";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"73,1"
"Mato Grosso do Sul";"2012";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"29"
"Mato Grosso do Sul";"2012";"Número de nascidos vivos de mães residentes (Pessoas)";"42252"
"Mato Grosso do Sul";"2013";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"66,7"
"Mato Grosso do Sul";"2013";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"22"
"Mato Grosso do Sul";"2013";"Número de nascidos vivos de mães residentes (Pessoas)";"42296"
"Mato Grosso do Sul";"2014";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"79,3"
"Mato Grosso do Sul";"2014";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"26"
"Mato Grosso do Sul";"2014";"Número de nascidos vivos de mães residentes (Pessoas)";"44058"
"Mato Grosso do Sul";"2015";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"88,2"
"Mato Grosso do Sul";"2015";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"31"
"Mato Grosso do Sul";"2015";"Número de nascidos vivos de mães residentes (Pessoas)";"44142"
"Mato Grosso do Sul";"2016";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"80,1"
"Mato Grosso do Sul";"2016";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"28"
"Mato Grosso do Sul";"2016";"Número de nascidos vivos de mães residentes (Pessoas)";"42432"
"Mato Grosso do Sul";"2017";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"60,3"
"Mato Grosso do Sul";"2017";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"21"
"Mato Grosso do Sul";"2017";"Número de nascidos vivos de mães residentes (Pessoas)";"44747"
"Mato Grosso do Sul";"2018";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"84,9"
"Mato Grosso do Sul";"2018";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"29"
"Mato Grosso do Sul";"2018";"Número de nascidos vivos de mães residentes (Pessoas)";"44275"
"Mato Grosso do Sul";"2019";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"64,5"
"Mato Grosso do Sul";"2019";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"22"
"Mato Grosso do Sul";"2019";"Número de nascidos vivos de mães residentes (Pessoas)";"43695"
"Mato Grosso do Sul";"2020";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"48,8"
"Mato Grosso do Sul";"2020";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"16"
"Mato Grosso do Sul";"2020";"Número de nascidos vivos de mães residentes (Pessoas)";"41308"
"Mato Grosso do Sul";"2021";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"147,0"
"Mato Grosso do Sul";"2021";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"54"
"Mato Grosso do Sul";"2021";"Número de nascidos vivos de mães residentes (Pessoas)";"42173"
"Mato Grosso do Sul";"2022";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"74,1"
"Mato Grosso do Sul";"2022";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"23"
"Mato Grosso do Sul";"2022";"Número de nascidos vivos de mães residentes (Pessoas)";"40485"
"Mato Grosso do Sul";"2023";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"62,1"
"Mato Grosso do Sul";"2023";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"22"
"Mato Grosso do Sul";"2023";"Número de nascidos vivos de mães residentes (Pessoas)";"40233"
"Mato Grosso";"2009";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"85,9"
"Mato Grosso";"2009";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"35"
"Mato Grosso";"2009";"Número de nascidos vivos de mães residentes (Pessoas)";"48477"
"Mato Grosso";"2010";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"76,9"
"Mato Grosso";"2010";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"35"
"Mato Grosso";"2010";"Número de nascidos vivos de mães residentes (Pessoas)";"48929"
"Mato Grosso";"2011";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"83,9"
"Mato Grosso";"2011";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"34"
"Mato Grosso";"2011";"Número de nascidos vivos de mães residentes (Pessoas)";"51218"
"Mato Grosso";"2012";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"58,5"
"Mato Grosso";"2012";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"30"
"Mato Grosso";"2012";"Número de nascidos vivos de mães residentes (Pessoas)";"51256"
"Mato Grosso";"2013";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"71,6"
"Mato Grosso";"2013";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"38"
"Mato Grosso";"2013";"Número de nascidos vivos de mães residentes (Pessoas)";"53039"
"Mato Grosso";"2014";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"63,7"
"Mato Grosso";"2014";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"36"
"Mato Grosso";"2014";"Número de nascidos vivos de mães residentes (Pessoas)";"56499"
"Mato Grosso";"2015";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"82,9"
"Mato Grosso";"2015";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"43"
"Mato Grosso";"2015";"Número de nascidos vivos de mães residentes (Pessoas)";"56673"
"Mato Grosso";"2016";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"78,5"
"Mato Grosso";"2016";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"42"
"Mato Grosso";"2016";"Número de nascidos vivos de mães residentes (Pessoas)";"53531"
"Mato Grosso";"2017";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"61,1"
"Mato Grosso";"2017";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"34"
"Mato Grosso";"2017";"Número de nascidos vivos de mães residentes (Pessoas)";"57271"
"Mato Grosso";"2018";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"58,0"
"Mato Grosso";"2018";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"34"
"Mato Grosso";"2018";"Número de nascidos vivos de mães residentes (Pessoas)";"58649"
"Mato Grosso";"2019";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"64,6"
"Mato Grosso";"2019";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"38"
"Mato Grosso";"2019";"Número de nascidos vivos de mães residentes (Pessoas)";"58852"
"Mato Grosso";"2020";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"91,8"
"Mato Grosso";"2020";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"50"
"Mato Grosso";"2020";"Número de nascidos vivos de mães residentes (Pessoas)";"57037"
"Mato Grosso";"2021";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"145,2"
"Mato Grosso";"2021";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"84"
"Mato Grosso";"2021";"Número de nascidos vivos de mães residentes (Pessoas)";"57841"
"Mato Grosso";"2022";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"49,9"
"Mato Grosso";"2022";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"29"
"Mato Grosso";"2022";"Número de nascidos vivos de mães residentes (Pessoas)";"58169"
"Mato Grosso";"2023";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"66,6"
"Mato Grosso";"2023";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"39"
"Mato Grosso";"2023";"Número de nascidos vivos de mães residentes (Pessoas)";"58553"
"Goiás";"2009";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"50,7"
"Goiás";"2009";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"41"
"Goiás";"2009";"Número de nascidos vivos de mães residentes (Pessoas)";"87485"
"Goiás";"2010";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"69,1"
"Goiás";"2010";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"47"
"Goiás";"2010";"Número de nascidos vivos de mães residentes (Pessoas)";"87476"
"Goiás";"2011";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"50,9"
"Goiás";"2011";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"37"
"Goiás";"2011";"Número de nascidos vivos de mães residentes (Pessoas)";"89742"
"Goiás";"2012";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"70,5"
"Goiás";"2012";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"54"
"Goiás";"2012";"Número de nascidos vivos de mães residentes (Pessoas)";"93274"
"Goiás";"2013";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"56,7"
"Goiás";"2013";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"49"
"Goiás";"2013";"Número de nascidos vivos de mães residentes (Pessoas)";"94822"
"Goiás";"2014";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"53,8"
"Goiás";"2014";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"51"
"Goiás";"2014";"Número de nascidos vivos de mães residentes (Pessoas)";"99798"
"Goiás";"2015";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"56,6"
"Goiás";"2015";"Número de óbitos de mulheres residentes por causas e condições consideradas de morte materna (Pessoas)";"57"
"Goiás";"2015";"Número de nascidos vivos de mães residentes (Pessoas)";"100672"
"Goiás";"2016";"Razão de mortalidade materna (Óbitos por 100 mil nascidos vivos)";"56,5"
